DEALERSHIP_ID,REGION,CUSTOMER_NO,FIRSTNAME,LASTNAME,ADDRESS,CITY,STATE,ZIP,COUNTRY,PHONE_NUMBER,GENDER,INCOME,EMAIL,AGE,DATE
19,East,,Antonino,Lo,12 Noel Dr,New York,New York,12550,United States,9145655677,M,2000,lantonino@xyz.org,27,01/02/2003 00:00:00
19,East,854,Adrianne,Samuel,240 E 82nd St,New York,New York,10028,United States,2125172210,F,89000,sadrianne@mailcity.com,45,01/02/2003 00:00:00
19,East,907,Louis A,Jaari,29 Wadsworth Ave,New York,New York,10033,United States,2125685526,F,32000,jlouisa@mailcity.com,45,01/02/2003 00:00:00
19,East,913,Helen,Nicholas,880 Lexington Ave,New York,New York,10021,United States,2128792208,F,24000,nhelen@xyz.org,45,01/02/2003 00:00:00
19,East,930,Luz,Hernaiz,147 W 105th St,New York,New York,10025,United States,2128657441,F,112000,,45,01/02/2003 00:00:00
19,East,937,M,Egger,512 E 13th St,New York,New York,10009,United States,2122285731,M,12000,em@xyz.org,45,01/02/2003 00:00:00
19,East,972,David,Obregon,128 Fort Washington Ave,New York,New York,10032,United States,2127818480,M,53000,odavid@geocities.com,48,01/02/2003 00:00:00
19,East,988,Yuan S,Huang,49 Fulton St,New York,New York,10038,United States,2126082383,F,20000,hyuans@geocities.com,48,01/02/2003 00:00:00
19,East,989,Jody,Jabaay,407 Park Ave S,New York,New York,10016,United States,2125320115,F,76000,jjody@yahoo.com,48,01/02/2003 00:00:00
19,East,1017,V K,Prasad,1233 York Ave,New York,New York,10021,United States,2124720316,M,95000,,48,01/02/2003 00:00:00
19,East,1024,K,Vignola,131 Avenue B,New York,New York,10009,United States,2124737125,M,81000,vk@mailcity.com,48,01/02/2003 00:00:00
19,East,1054,Mark K,Nichols,30 River Rd,New York,New York,10044,United States,2126881862,M,53000,nmarkk@xyz.org,52,01/02/2003 00:00:00
19,East,1061,L,Umadikov,441 E 6th St,New York,New York,10009,United States,2129824376,M,39000,ul@mailcity.com,52,01/02/2003 00:00:00
19,East,1068,Cherie,Jackson,452 W 149th St,New York,New York,10031,United States,2122348944,F,81000,jcherie@xyz.org,52,01/02/2003 00:00:00
19,East,1124,Thomas,Goliak,2509 Nw 195th Pl,New York,New York,98177,United States,2065425343,M,45000,gthomas@hotmail.com,52,01/02/2003 00:00:00
19,East,1132,Robert L,Usibelli,111 E Hamlin St,New York,New York,98102,United States,2063229346,M,8000,urobertl@univ.edu,52,01/02/2003 00:00:00
19,East,1167,Meher,Irani,3503 Ne 100th St,New York,New York,98125,United States,2065221771,M,10000,imeher@univ.edu,52,01/02/2003 00:00:00
19,East,1236,K A,Clark,4446 46th Ave Sw,New York,New York,98116,United States,2069373612,M,34000,cka@compuserve.com,52,01/02/2003 00:00:00
19,East,1254,Ruvim,Ioffe,4544 7th Ave Ne,New York,New York,98105,United States,2065454538,M,26000,iruvim@geocities.com,56,01/02/2003 00:00:00
19,East,1266,Phon,Som,3203 Sw Lanham Way,New York,New York,98126,United States,2069356837,M,30000,,56,01/02/2003 00:00:00
19,East,1281,Mary,Brooks,4504 Sw Brandon St,New York,New York,98136,United States,2069355432,F,24000,bmary@hotmail.com,56,01/02/2003 00:00:00
19,East,1328,Aniello,Iodice,536 Ne 103rd St,New York,New York,98125,United States,2065245887,M,108000,ianiello@univ.edu,56,01/02/2003 00:00:00
19,East,1381,Ernie,Pi,15308 Interlake Ave N,New York,New York,98133,United States,2063676488,M,74000,,61,01/02/2003 00:00:00
19,East,1404,Derek,Ko,999 3rd Ave Ste 3000,New York,New York,98104,United States,2066823333,F,69000,,61,01/02/2003 00:00:00
19,East,1411,A B,Usbeck,1802 17th Ave,New York,New York,98122,United States,2063252883,F,13000,uab@geocities.com,61,01/02/2003 00:00:00
19,East,1453,Lynn,Pierce,2424 S 204th St,New York,New York,98198,United States,2068249002,F,98000,plynn@xyz.org,61,01/02/2003 00:00:00
19,East,1456,S,Uschold,5051 49th Ave Sw,New York,New York,98136,United States,2069355192,F,92000,,61,01/02/2003 00:00:00
19,East,1458,Marshall M Jr,Pierce,2109 California Ave Sw,New York,New York,98116,United States,2069358960,M,26000,pmarshallmuniv.edu,61,01/02/2003 00:00:00
19,East,1463,Arlie S,Dicknite,14839 Meridian Ave N,New York,New York,98133,United States,2063643857,M,45000,,61,01/02/2003 00:00:00
19,East,1492,R,Uskevich,4846 50th Ave Sw,New York,New York,98116,United States,2069387523,M,45000,ur@geocities.com,61,01/02/2003 00:00:00
19,East,1514,Steve,Freeborn,212 Alaskan Way S,New York,New York,98104,United States,2066232977,M,31000,fsteve@geocities.com,62,01/02/2003 00:00:00
19,East,1518,Knud,Hasselbalch,4005 Sw Othello St,New York,New York,98136,United States,2069376749,M,26000,hknud@compuserve.com,62,01/02/2003 00:00:00
19,East,1561,L,Pierceson,2008 Westlake Ave,New York,New York,98121,United States,2063438922,M,95000,pl@yahoo.com,62,01/02/2003 00:00:00
19,East,1582,D G,Isaac,10712 Stanford Ave,New York,New York,90059,United States,3232429471,M,10000,idg@xyz.org,62,01/02/2003 00:00:00
19,East,1586,Bernard,Davidson,9509 Sawyer St,New York,New York,90035,United States,3108391924,M,45000,dbernard@hotmail.com,62,01/02/2003 00:00:00
19,East,1596,Alberto J,Acebo,2753 Ganahl St,New York,New York,90033,United States,3232620800,M,70000,aalbertoj@yahoo.com,62,01/02/2003 00:00:00
19,East,1602,Thomas,Ha,4062 Bledsoe Ave,New York,New York,90066,United States,3103976499,M,19000,hthomas@hotmail.com,62,01/02/2003 00:00:00
19,East,1690,Brenda,Mendez,821 W 101st St,New York,New York,90044,United States,3237559843,F,16000,mbrenda@compuserve.com,62,01/02/2003 00:00:00
19,East,1760,Ware,Rena,7544 E Slauson Ave,New York,New York,90040,United States,3237286124,F,35000,rware@compuserve.com,64,01/02/2003 00:00:00
19,East,1788,Alejandro,Mendez,6007 Madden Ave,New York,New York,90043,United States,3237520935,M,66000,malejandro@xyz.org,64,01/02/2003 00:00:00
19,East,1894,SIGMUND,JANSSEN,7906 ALFRESCO TURNPIKE,New York,New York,19092,United States,2157607958,U,77356,sjanssen@lycos.com,32,01/02/2003 00:00:00
19,East,1993,NORBERT,COE,9235 FORLORNLY TURNPIKE,New York,New York,0,United States,4504189049,U,93959,ncoe@hotmail.com,38,01/02/2003 00:00:00
19,East,2041,RADCLIFFE,PRUITT,10666 CARESSES LANE,New York,New York,94108,United States,4157658426,U,147627,rpruitt@aol.com,33,01/02/2003 00:00:00
19,East,2080,CARLOS,SELLAR,9098 SIGNED AVENUE,New York,New York,0,United States,4505743786,U,180467,csellar@lycos.com,30,01/02/2003 00:00:00
19,East,2109,KARL,SMYTH,596 BRAGGER STREET,New York,New York,55405,United States,6126962221,U,162632,ksmyth@earthlink.net,32,01/02/2003 00:00:00
19,East,2179,DEAN,GRUBB,4108 AUTHENTICATORS STREET,New York,New York,10004,United States,2127080454,U,81440,dgrubb@lycos.com,32,01/02/2003 00:00:00
19,East,2306,Overseas,Motors,3044 COLORER DRIVE,New York,New York,75203,United States,2141099212,U,45535,gmarket@mindspring.com,31,01/02/2003 00:00:00
19,East,2317,WIATT,BARNHOUSE,2120 WITHHOLDERS DRIVE,New York,New York,98104,United States,2064489918,U,98221,wbarnhouse@msn.com,36,01/02/2003 00:00:00
19,East,2349,MARSHAL,DAHL,2 LADYWELL ROAD,New York,New York,0,United States,0201152201,U,149777,mdahl@mindspring.com,31,01/02/2003 00:00:00
19,East,2392,RALEIGH,EATON,7949 TOWEL TURNPIKE,New York,New York,2112,United States,6173811104,U,146748,reaton@ureach.com,37,01/02/2003 00:00:00
19,East,2411,BRADY,ELLIOTT,407 PIGMENT LANE,New York,New York,,United States,5624517326,U,43458,belliott@yahoo.com,37,01/02/2003 00:00:00
19,East,2416,DALE,ALDEN,6702 FOOTFALL DRIVE,New York,New York,0,United States,4162102782,U,80870,dalden@netzero.net,32,01/02/2003 00:00:00
19,East,2461,TRENT,MEWS,11603 SUPERLATIVELY BOULEVARD,New York,New York,0,United States,4509413001,U,58713,tmews@prodigy.com,32,01/02/2003 00:00:00
19,East,2480,LUTHER,DAVENPORT,3883 BALKANIZES STREET,New York,New York,2112,United States,6175283274,U,160493,ldavenport@netzero.net,35,01/02/2003 00:00:00
19,East,2522,DOANE,PIERCE,2571 INITIATE LANE,New York,New York,75201,United States,2147526518,U,128818,dpierce@netzero.net,38,01/02/2003 00:00:00
19,East,2539,HUGO,HAUL,137 MILLIONTH BOULEVARD,New York,New York,19107,United States,2157284771,U,137805,hhaul@lycos.com,35,01/02/2003 00:00:00
19,East,2663,BUCK,INGRAM,1362 INTERLACED TURNPIKE,New York,New York,60609,United States,3124519887,U,81479,bingram@prodigy.com,37,01/02/2003 00:00:00
19,East,2696,ABEL,MARKIN,8410 INTERNALIZES STREET,New York,New York,98111,United States,2061942139,U,126598,amarkin@excite.com,37,01/02/2003 00:00:00
19,East,2713,KEITH,DIEHL,4917 REFERENCER DRIVE,New York,New York,98111,United States,2063493435,U,148380,kdiehl@yahoo.com,35,01/02/2003 00:00:00
19,East,2782,STANILAUS,VAUGHN,10821 CADENCE CIRCLE,New York,New York,55402,United States,6126491938,U,175464,svaughn@mindspring.com,39,01/02/2003 00:00:00
19,East,2810,SAM,LENGEL,8777 CONSIDERATION AVENUE,New York,New York,19105,United States,2156912613,U,199245,slengel@aol.com,36,01/02/2003 00:00:00
19,East,2823,JAMIE,STEEN,1768 INVERSION LANE,New York,New York,55403,United States,6122974677,U,101368,jsteen@lycos.com,37,01/02/2003 00:00:00
19,East,2826,TONY,ZILUCA,9098 SIGNED AVENUE,New York,New York,0,United States,4509526948,U,102801,tziluca@lycos.com,35,01/02/2003 00:00:00
19,East,2846,MURRY,DICKSON,3323 PAGING LANE,New York,New York,0,United States,4509706759,U,69984,mdickson@excite.com,31,01/02/2003 00:00:00
19,East,2877,COLMAN,HOPE,10196 TRAVEL STREET,New York,New York,0,United States,6041167956,U,107641,chope@msn.com,39,01/02/2003 00:00:00
19,East,2878,ORAN,YATES,5546 PERFORMANCE STREET,New York,New York,98106,United States,2069189252,U,63317,oyates@msn.com,33,01/02/2003 00:00:00
19,East,2882,NEVILLE,ROCKWELL,2792 BLOSSOMS DRIVE,New York,New York,94108,United States,4159287261,U,55223,nrockwell@msn.com,38,01/02/2003 00:00:00
19,East,2902,JORDAN,LINKS,2710 PREDOMINATE AVENUE,New York,New York,55406,United States,6127650012,U,81017,jlinks@earthlink.net,38,01/02/2003 00:00:00
19,East,2905,HARRISON,WEBBER,8469 MISINFORMED CIRCLE,New York,New York,2109,United States,6172643238,U,115737,hwebber@hotmail.com,38,01/02/2003 00:00:00
19,East,2908,ANTHONY,SHORE,11024 ENTRUST STREET,New York,New York,60603,United States,3129379702,U,102210,ashore@aol.com,37,01/02/2003 00:00:00
19,East,2980,PIERREPONT,JOHNSON,3921 INSTRUCTIVE STREET,New York,New York,55402,United States,6128869178,U,142340,pjohnson@mindspring.com,38,01/02/2003 00:00:00
19,East,2995,ALTON,LEIN,576 ANALYSTS STREET,New York,New York,60605,United States,3128761365,U,70864,alein@excite.com,36,01/02/2003 00:00:00
19,East,2999,MACKENZIE,JUSTICE,74 STATION LANE,New York,New York,0,United States,0208478104,U,140317,mjustice@usa.net,39,01/02/2003 00:00:00
19,East,3018,STANWOOD,YATES,10445 ROUNDED DRIVE,New York,New York,94105,United States,4153104657,U,176249,syates@aol.com,37,01/02/2003 00:00:00
19,East,3027,NEWLYN,AKTUG,MITTLERER SCHLOSSGARTEN,New York,New York,14469,United States,3315646913,U,168814,naktug@lycos.com,38,01/02/2003 00:00:00
19,East,3082,JOCK,GILROY,2642 PRICELESS LANE,New York,New York,90001,United States,3238587814,U,79288,jgilroy@msn.com,39,01/02/2003 00:00:00
19,East,3137,YORK,DEAVER,618 FLED STREET,New York,New York,90001,United States,3238366128,U,40790,ydeaver@aol.com,33,01/02/2003 00:00:00
19,East,3142,IRVIN,ALBERS,3465 EQUALIZER DRIVE,New York,New York,0,United States,4165540508,U,51492,ialbers@lycos.com,34,01/02/2003 00:00:00
19,East,3317,PEARCE,THOMPSON,10339 TRAUMA DRIVE,New York,New York,60611,United States,3126099702,U,125461,pthompson@ureach.com,38,01/02/2003 00:00:00
19,East,3327,WYATT,EVERLEY,407 PIGMENT LANE,New York,New York,,United States,5625246783,U,137819,weverley@msn.com,34,01/02/2003 00:00:00
19,East,3352,EMMANUEL,DURBY,10715 RUTH AVENUE,New York,New York,90001,United States,3236764740,U,111563,edurby@usa.net,33,01/02/2003 00:00:00
19,East,3352,EMMANUEL,DURBY,10715 RUTH AVENUE,New York,New York,90001,United States,3236764740,U,111563,edurby@usa.net,33,01/02/2003 00:00:00
19,East,3352,EMMANUEL,DURBY,10716 RUTH AVENUE,New York,New York,90001,United States,3236764740,U,111563,edurby@usa.net,33,01/02/2003 00:00:00
19,East,3370,ETHAN,ABRAMS,GREGOR-MENDEL-STRASSE 9,New York,New York,70173,United States,7117435204,U,143078,eabrams@ureach.com,36,01/02/2003 00:00:00
19,East,3380,ADAN,RUDDLE,8336 ARROYOS STREET,New York,New York,94109,United States,4159688532,U,136766,aruddle@msn.com,38,01/02/2003 00:00:00
19,East,3383,EDWIN,BALDWIN,3983 STIMULATE DRIVE,New York,New York,55404,United States,6126747535,U,74650,ebaldwin@yahoo.com,39,01/02/2003 00:00:00
19,East,3426,OMAR,EMBREY,11701 MOISTEN STREET,New York,New York,90002,United States,3236351682,U,80456,oembrey@hotmail.com,33,01/02/2003 00:00:00
19,East,3440,STUART,VUE,4078 SELECTIVITY CIRCLE,New York,New York,10008,United States,2126891204,U,197564,svue@lycos.com,32,01/02/2003 00:00:00
19,East,3471,ILYA,FELIX,SCHLOSSER 55 LUTZELSTEINER-9,New York,New York,14469,United States,3319647775,U,163135,ifelix@netzero.net,35,01/02/2003 00:00:00
19,East,3508,STANILAUS,HUBBEL,2502 MONTANA BOULEVARD,New York,New York,10013,United States,2128828226,U,169337,shubbel@hotmail.com,37,01/02/2003 00:00:00
19,East,3656,PROSPER,RUDDER,4108 AUTHENTICATORS STREET,New York,New York,10004,United States,2127129006,U,82643,prudder@msn.com,34,01/02/2003 00:00:00
19,East,3660,THADDEUS,PEEBLES,10191 NAMERS DRIVE,New York,New York,75204,United States,2144349000,U,46316,tpeebles@yahoo.com,37,01/02/2003 00:00:00
19,East,3661,SANBORN,KEINER,6397 REINSTATEMENT STREET,New York,New York,98110,United States,2065137460,U,185005,skeiner@lycos.com,32,01/02/2003 00:00:00
19,East,3757,CORNELIUS,DODGE,5849 TELLS STREET,New York,New York,60610,United States,3128938662,U,92633,cdodge@ureach.com,36,01/02/2003 00:00:00
19,East,3765,JONAH,STANFORD,FLUGHAFENALLEE 26,New York,New York,14469,United States,3313994571,U,178904,jstanford@hotmail.com,35,01/02/2003 00:00:00
19,East,3791,THEODORICK,SKINNER,1362 INTERLACED TURNPIKE,New York,New York,60609,United States,3125117642,U,71158,tskinner@prodigy.com,32,01/02/2003 00:00:00
19,East,3822,CARLISLE,CARTWRIGHT,FLUGHAFENALLEE 26,New York,New York,14469,United States,3317590871,U,91149,ccartwright@earthlink.net,38,01/02/2003 00:00:00
19,East,3842,LEON,JUSTICE,596 BRAGGER STREET,New York,New York,55405,United States,6123244518,U,104284,ljustice@netzero.net,33,01/02/2003 00:00:00
19,East,3867,REAGAN,VUE,8837 THAN STREET,New York,New York,10003,United States,2125497918,U,149092,rvue@mindspring.com,35,01/02/2003 00:00:00
19,East,3877,KELCEY,DALLY,4278 PLAYTIME STREET,New York,New York,0,United States,4166019818,U,51440,kdally@prodigy.com,34,01/02/2003 00:00:00
19,East,3954,CONAN,EVERLEY,2710 PREDOMINATE AVENUE,New York,New York,55406,United States,6127003311,U,193677,ceverley@mindspring.com,37,01/02/2003 00:00:00
19,East,3994,TEARLE,PIERCE,618 FLED STREET,New York,New York,90001,United States,3238685450,U,158686,tpierce@msn.com,33,01/02/2003 00:00:00
19,East,4016,RUDOLPH,RUSH,GREGOR-MENDEL-STRASSE 9,New York,New York,70173,United States,7119945038,U,185491,rrush@lycos.com,31,01/02/2003 00:00:00
19,East,4062,BYRON,KRIDER,11603 SUPERLATIVELY BOULEVARD,New York,New York,0,United States,4508108423,U,180792,bkrider@lycos.com,30,01/02/2003 00:00:00
19,East,4067,CULLEN,GERMAN,9408 OPTIMIZERS TURNPIKE,New York,New York,60608,United States,3124707476,U,52734,cgerman@excite.com,30,01/02/2003 00:00:00
19,East,4091,CAMERON,DUNBAR,2351 ESQUIRE STREET,New York,New York,75201,United States,2145893791,U,134280,cdunbar@hotmail.com,31,01/02/2003 00:00:00
19,East,4100,RADBURN,GREY,7915 SULKINESS STREET,New York,New York,19092,United States,2152879063,U,174713,rgrey@hotmail.com,31,01/02/2003 00:00:00
19,East,4123,MAURICE,POPKIN,9693 LARES STREET,New York,New York,90002,United States,3234540052,U,137825,mpopkin@aol.com,35,01/02/2003 00:00:00
19,East,4206,WEYLIN,LUSK,2114 LOITERS TURNPIKE,New York,New York,90001,United States,3237086671,U,183324,wlusk@earthlink.net,39,01/02/2003 00:00:00
19,East,4248,SANDON,OSGODE,9842 TRACER TURNPIKE,New York,New York,,United States,5628632797,U,121003,sosgode@aol.com,31,01/02/2003 00:00:00
19,East,4314,GOLDIE,ROTHMAN,2109 LETTERING STREET,New York,New York,60605,United States,3129558145,U,189964,grothman@earthlink.net,33,01/02/2003 00:00:00
19,East,4331,BOBBY,DAMATO,8565 ENTITLED STREET,New York,New York,60602,United States,3122312883,U,97428,bdamato@hotmail.com,38,01/02/2003 00:00:00
19,East,4362,CHANDA,BARTLETT,8276 OLYMPIC STREET,New York,New York,10005,United States,2121141907,U,191628,cbartlett@mindspring.com,35,01/02/2003 00:00:00
19,East,4368,DINAH,PRATT,4049 PURSUITS STREET,New York,New York,60602,United States,3126403039,U,105577,dpratt@msn.com,38,01/02/2003 00:00:00
19,East,4459,WILMA,INGERSOLL,9036 DECIDED STREET,New York,New York,60608,United States,3121036772,U,107298,wingersoll@mindspring.com,33,01/02/2003 00:00:00
19,East,4492,ADALIA,STOCK,FLUGHAFENALLEE 26,New York,New York,70173,United States,7114717492,U,126935,astock@lycos.com,34,01/02/2003 00:00:00
19,East,4499,CONSUELA,EMMITT,8374 FUNNELS DRIVE,New York,New York,60607,United States,3124101599,U,91900,cemmitt@lycos.com,32,01/02/2003 00:00:00
19,East,4554,CLYTE,WOOD,11444 SIENA CIRCLE,New York,New York,55401,United States,6125905404,U,73072,cwood@aol.com,32,01/02/2003 00:00:00
19,East,4558,ELIZABETH,RUSK,10583 PLACEBO CIRCLE,New York,New York,90003,United States,3239947654,U,47799,erusk@ureach.com,39,01/02/2003 00:00:00
19,East,4596,WINNI,DEGROOT,7416 ENFRANCHISE STREET,New York,New York,10006,United States,2123528884,U,74182,wdegroot@netzero.net,31,01/02/2003 00:00:00
19,East,4617,BEATRICE,GILROY,7421 STEW STREET,New York,New York,94108,United States,4153648218,U,124838,bgilroy@lycos.com,32,01/02/2003 00:00:00
19,East,4642,SCARLETT,SAYER,7680 HUSTLED STREET,New York,New York,,United States,5621121014,U,104376,ssayer@netzero.net,38,01/02/2003 00:00:00
19,East,4687,PATIENCE,GERBER,5368 PROFILE TURNPIKE,New York,New York,2110,United States,6174393749,U,142194,pgerber@aol.com,32,01/02/2003 00:00:00
19,East,4720,MARIAN,MARKET,4400 ANSWERS STREET,New York,New York,10002,United States,2129301473,U,116626,mmarket@ureach.com,30,01/02/2003 00:00:00
19,East,4760,DEEDEE,FELDMAN,3988 VOICED STREET,New York,New York,60605,United States,3129460733,U,58059,dfeldman@earthlink.net,35,01/02/2003 00:00:00
19,East,4785,ADA,SPARKS,1839 ROUNDED STREET,New York,New York,0,United States,4505690197,U,172956,asparks@netzero.net,36,01/02/2003 00:00:00
19,East,4816,URSULA,ROLAND,7863 MOTIONED DRIVE,New York,New York,0,United States,4506884898,U,155878,uroland@lycos.com,39,01/02/2003 00:00:00
19,East,5013,LORRAINE,LAVIN,2887 VISUALIZING STREET,New York,New York,19107,United States,2159191810,U,111077,llavin@earthlink.net,35,01/02/2003 00:00:00
19,East,5023,ELLEN,GAISEY,10706 MORES CIRCLE,New York,New York,19107,United States,2158236668,U,130349,egaisey@msn.com,35,01/02/2003 00:00:00
19,East,5036,WINIFRED,ZANIS,7671 EXCLUSIONARY STREET,New York,New York,60612,United States,3122487401,U,50994,wzanis@netzero.net,30,01/02/2003 00:00:00
19,East,5046,HOLLY,HAOLE,8384 SUBWAY DRIVE,New York,New York,2111,United States,6179876058,U,156259,hhaole@yahoo.com,38,01/02/2003 00:00:00
19,East,5073,ORIANA,SILLER,48 WIDMORE ROAD,New York,New York,0,United States,0203844758,U,143365,osiller@netzero.net,38,01/02/2003 00:00:00
19,East,5084,AGNES,LIEBERMAN,1139 SCRIBBLES STREET,New York,New York,55411,United States,6128250940,U,51171,alieberman@usa.net,32,01/02/2003 00:00:00
19,East,5182,HEIDI,SINK,218 CONFORMS DRIVE,New York,New York,60608,United States,3122046687,U,79973,hsink@netzero.net,36,01/02/2003 00:00:00
19,East,5215,JOCELIN,WOOD,9476 THREE STREET,New York,New York,55412,United States,6128868630,U,47919,jwood@usa.net,37,01/02/2003 00:00:00
19,East,5253,MADGE,HOOKER,7421 STEW STREET,New York,New York,94108,United States,4158306959,U,161184,mhooker@aol.com,33,01/02/2003 00:00:00
19,East,5269,ROSANNE,HUBBEL,3988 VOICED STREET,New York,New York,60605,United States,3123572227,U,146685,rhubbel@usa.net,33,01/02/2003 00:00:00
19,East,5380,VICKY,RYAN,4841 SPOTLESS CIRCLE,New York,New York,75201,United States,2143405575,U,102526,vryan@usa.net,34,01/02/2003 00:00:00
19,East,5415,CHRISTINA,HILL,74 NORTHOLT ROAD,New York,New York,0,United States,0209865976,U,44400,chill@msn.com,39,01/02/2003 00:00:00
19,East,5468,JESSIE,WILEY,859 ENFORCES STREET,New York,New York,90003,United States,3232975869,U,96067,jwiley@usa.net,38,01/02/2003 00:00:00
19,East,5491,PATRICIA,RUBENS,11240 EXTREMITIES CIRCLE,New York,New York,10013,United States,2123297461,U,157745,prubens@msn.com,34,01/02/2003 00:00:00
19,East,5495,NIOBE,FOWLER,WEIDENWEG 12,New York,New York,14469,United States,3317261351,U,87982,nfowler@prodigy.com,30,01/02/2003 00:00:00
19,East,5504,PEONY,FAULK,10166 LINUS STREET,New York,New York,55401,United States,6122415528,U,118159,pfaulk@msn.com,32,01/02/2003 00:00:00
19,East,5514,TOBEY,FEATHERS,178 PRETENDING TURNPIKE,New York,New York,0,United States,4164354902,U,55600,tfeathers@yahoo.com,35,01/02/2003 00:00:00
19,East,5515,SIBYL,PRESCOTT,1565 BESIDE STREET,New York,New York,19092,United States,2155423755,U,68041,sprescott@msn.com,36,01/02/2003 00:00:00
19,East,5532,JESSICAA,PARKINSON,925 ANNOTATES STREET,New York,New York,0,United States,6047719317,U,166984,jparkinson@mindspring.com,35,01/02/2003 00:00:00
19,East,5623,CECILE,PROLL,7729 EXEMPLAR STREET,New York,New York,,United States,5625664445,U,169864,cproll@excite.com,36,01/02/2003 00:00:00
